Tipo DTE	Folio	Emisión	RUT Emisor	Emisor	Vencimiento	Sucursal	RUT Cliente	Cliente	Email	TimeStamp	Descripción	Número OC	Número Pedido	Contrato	Monto Neto	Monto Exento	IVA	Monto Total	Contacto	Autorizado SII	Distribuido	Recibido	Cedido	Anulado
61	648	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 12:34:33	Corrige Documento: 551810 Glosa:Comision Giro CL1114346081				208944	0	39699	248643	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	656	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 13:22:33	Corrige Documento: 723143 Glosa:Comision Giro CL1262579981				108230	0	20564	128794	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	671	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 16:10:14	Corrige Documento: 550782 Glosa:Comision Giro CL1073249381				113512	0	21567	135079	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	670	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 15:21:36	Corrige Documento: 979655 Glosa:Comision Giro CL972955881				121253	0	23038	144291	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	675	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 17:09:15	Corrige Documento: 725600 Glosa:Comision Giro CL1304045281				224562	0	42667	267229	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	680	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 17:39:22	Corrige Documento: 736397 Glosa:Comision Giro CL1493742581				257077	0	48845	305922	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	647	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 12:31:33	Corrige Documento: 549323 Glosa:Comision Giro CL1000037281				125343	0	23815	149158	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	681	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 17:51:23	Corrige Documento: 738804 Glosa:Comision Giro CL1546001981				229402	0	43586	272988	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	693	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-02-2017 10:39:31	Corrige Documento: 724873 Glosa:Comision Giro CL1295710181				261410	0	49668	311078	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	695	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-02-2017 10:48:32	Corrige Documento: 995226 Glosa:Comision Giro CL1288599881				273296	0	51926	325222	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	702	31-01-2017	76134934-1	Ria Chile Servicios Financieros SpA	31-01-2017		76655110-6	Servicios de Recaudación Lider Limitada	vgarcia@riafinancial.com	20-02-2017 12:29:57	Rebaja factura N° 25				30810347	0	5853966	36664313		Con reparos	Indefinido	Si	Indefinido	No
61	699	31-01-2017	76134934-1	Ria Chile Servicios Financieros SpA	31-01-2017		76655110-6	Servicios de Recaudación Lider Limitada	vgarcia@riafinancial.com	20-02-2017 11:12:32	Rebaja factura N° 25				36664313	0	6966219	43630532		No	Indefinido	Indefinido	Indefinido	No
61	694	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-02-2017 10:43:33	Corrige Documento: 727909 Glosa:Comision Giro CL1335118981				106839	0	20299	127138	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	663	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 14:22:12	Corrige Documento: 476701 Glosa:Comision Giro CL967768181				135483	0	25742	161225	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	664	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 14:30:13	Corrige Documento: 981744 Glosa:Comision Giro CL1005743281				134915	0	25634	160549	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	665	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 14:34:12	Corrige Documento: 983678 Glosa:Comision Giro CL1036761481				315488	0	59943	375431	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	685	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 18:02:58	Corrige Documento: 997453 Glosa:Comision Giro CL1322113281				94456	0	17947	112403	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	652	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 12:55:34	Corrige Documento: 711133 Glosa:Comision Giro CL1058808581				250864	0	47664	298528	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	659	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 13:38:34	Corrige Documento: 478586 Glosa:Comision Giro CL1046646481				144459	0	27447	171906	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	660	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	17-02-2017 13:45:34	Corrige Documento: 479775 Glosa:Comision Giro CL1101604781				206908	0	39312	246220	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	690	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-02-2017 10:22:32	Corrige Documento: 1009128 Glosa:Comision Giro CL1546211081				77046	0	14639	91685	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	691	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-02-2017 10:29:31	Corrige Documento: 557398 Glosa:Comision Giro CL1423707581				78699	0	14953	93652	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	692	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-02-2017 10:34:31	Corrige Documento: 1505729 Glosa:Comision Giro CL1398192381				78116	0	14842	92958	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	696	31-01-2017	76134934-1	RIA Chile Servicios Financieros SPA	31-01-2017		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-02-2017 10:53:32	Corrige Documento: 998203 Glosa:Comision Giro CL1334429481				98830	0	18778	117608	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	608	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 8:35:01	Corrige Documento: 989794 Glosa:Comision Giro CL1148303181				130716	0	24836	155552	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	614	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:02:01	Corrige Documento: 548577 Glosa:Comision Giro CL959788581				111189	0	21126	132315	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	619	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:28:02	Corrige Documento: 548720 Glosa:Comision Giro CL967318181				91229	0	17334	108563	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	621	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:37:02	Corrige Documento: 548654 Glosa:Comision Giro CL961956981				170737	0	32440	203177	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	641	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 14:23:01	Corrige Documento: 549297 Glosa:Comision Giro CL999348681				94140	0	17887	112027	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	642	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 14:30:01	Corrige Documento: 549363 Glosa:Comision Giro CL1001137881				134650	0	25584	160234	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	588	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 22:32:00	Corrige Documento: 711500 Glosa:Comision Giro CL1064557481				251981	0	47876	299857	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	602	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 23:24:00	Corrige Documento: 977923 Glosa:Comision Giro CL947781381				221977	0	42176	264153	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	604	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 23:31:00	Corrige Documento: 981286 Glosa:Comision Giro CL999422681				149484	0	28402	177886	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	597	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 23:02:05	Corrige Documento: 721599 Glosa:Comision Giro CL1237671981				227456	0	43217	270673	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	598	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 23:05:05	Corrige Documento: 723452 Glosa:Comision Giro CL1269454981				99978	0	18996	118974	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	599	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 23:09:05	Corrige Documento: 477293 Glosa:Comision Giro CL993380381				130611	0	24816	155427	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	591	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 22:41:00	Corrige Documento: 708537 Glosa:Comision Giro CL1014258481				313223	0	59512	372735	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	589	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 22:33:00	Corrige Documento: 705015 Glosa:Comision Giro CL973259581				163613	0	31086	194699	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	635	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 11:28:01	Corrige Documento: 548962 Glosa:Comision Giro CL987256481				116172	0	22073	138245	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	636	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 11:36:01	Corrige Documento: 549022 Glosa:Comision Giro CL988819081				73812	0	14024	87836	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	640	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 14:15:10	Corrige Documento: 549228 Glosa:Comision Giro CL994531281				169357	0	32178	201535	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	643	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 14:37:03	Corrige Documento: 549414 Glosa:Comision Giro CL1002410681				97628	0	18549	116177	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	644	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 14:48:02	Corrige Documento: 549454 Glosa:Comision Giro CL1003509281				116989	0	22228	139217	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	590	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 22:36:05	Corrige Documento: 707022 Glosa:Comision Giro CL999520981				223282	0	42424	265706	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	611	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 8:49:01	Corrige Documento: 548247 Glosa:Comision Giro CL943917181				108763	0	20665	129428	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	606	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 8:26:01	Corrige Documento: 985530 Glosa:Comision Giro CL1071364681				220635	0	41921	262556	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	625	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 10:04:01	Corrige Documento: 548292 Glosa:Comision Giro CL945424981				90179	0	17134	107313	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	626	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 10:14:01	Corrige Documento: 548325 Glosa:Comision Giro CL947558581				111239	0	21135	132374	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	592	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 22:44:00	Corrige Documento: 710826 Glosa:Comision Giro CL1051629481				442953	0	84161	527114	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	595	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 22:53:00	Corrige Documento: 716853 Glosa:Comision Giro CL1148728381				187013	0	35532	222545	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	600	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 23:13:05	Corrige Documento: 479985 Glosa:Comision Giro CL1110900781				115122	0	21873	136995	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	603	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 23:27:05	Corrige Documento: 979517 Glosa:Comision Giro CL970912081				247503	0	47026	294529	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	605	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 8:22:01	Corrige Documento: 983301 Glosa:Comision Giro CL1031640581				244905	0	46532	291437	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	631	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 10:49:02	Corrige Documento: 548559 Glosa:Comision Giro CL959281181				84679	0	16089	100768	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	645	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 14:57:01	Corrige Documento: 549500 Glosa:Comision Giro CL1004608781				102007	0	19381	121388	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	615	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:06:01	Corrige Documento: 548668 Glosa:Comision Giro CL966138181				98582	0	18731	117313	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	609	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 8:39:02	Corrige Documento: 991081 Glosa:Comision Giro CL1180584081				149751	0	28453	178204	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	627	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 10:20:02	Corrige Documento: 548361 Glosa:Comision Giro CL948884581				85829	0	16308	102137	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	638	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 12:50:01	Corrige Documento: 549149 Glosa:Comision Giro CL992989581				111226	0	21133	132359	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	593	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	19-01-2017 22:46:00	Corrige Documento: 712406 Glosa:Comision Giro CL1083313881				234692	0	44592	279284	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	610	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 8:44:01	Corrige Documento: 992942 Glosa:Comision Giro CL1227514481				123719	0	23507	147226	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	618	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:20:01	Corrige Documento: 548832 Glosa:Comision Giro CL971120081				84641	0	16082	100723	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	613	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 8:58:01	Corrige Documento: 548499 Glosa:Comision Giro CL955954381				91924	0	17466	109390	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	622	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:42:02	Corrige Documento: 548644 Glosa:Comision Giro CL961645681				105047	0	19959	125006	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	624	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:58:01	Corrige Documento: 548256 Glosa:Comision Giro CL944123881				81339	0	15454	96793	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	630	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 10:42:01	Corrige Documento: 548505 Glosa:Comision Giro CL956372781				105096	0	19968	125064	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	628	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 10:26:01	Corrige Documento: 548402 Glosa:Comision Giro CL949882181				96394	0	18315	114709	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	633	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 11:12:02	Corrige Documento: 548804 Glosa:Comision Giro CL969961881				86770	0	16486	103256	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	637	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 11:42:02	Corrige Documento: 549102 Glosa:Comision Giro CL991180981				83637	0	15891	99528	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	639	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 13:10:01	Corrige Documento: 548909 Glosa:Comision Giro CL985996881				133378	0	25342	158720	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	646	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 15:05:01	Corrige Documento: 549612 Glosa:Comision Giro CL1006287781				126342	0	24005	150347	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	612	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 8:53:02	Corrige Documento: 548441 Glosa:Comision Giro CL954102781				118826	0	22577	141403	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	617	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:16:01	Corrige Documento: 548781 Glosa:Comision Giro CL969015481				109757	0	20854	130611	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	607	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 8:30:01	Corrige Documento: 987003 Glosa:Comision Giro CL1099087181				103779	0	19718	123497	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	616	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:11:01	Corrige Documento: 548726 Glosa:Comision Giro CL967429581				144866	0	27524	172390	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	623	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 9:47:01	Corrige Documento: 548220 Glosa:Comision Giro CL943082381				116513	0	22138	138651	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	629	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 10:35:01	Corrige Documento: 548443 Glosa:Comision Giro CL954135181				109476	0	20800	130276	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
61	632	31-12-2016	76134934-1	RIA Chile Servicios Financieros SPA	31-12-2016		76134934-1	RIA Chile Servicios Financieros SPA	contabilidadchile@riafinancial.com	20-01-2017 10:55:02	Corrige Documento: 548610 Glosa:Comision Giro CL960744281				122852	0	23342	146194	RIA Chile Servicios Financieros SPA	Con reparos	Indefinido	Si	Indefinido	No
