Folio	Emisión	RUT Emisor	Emisor	Vencimiento	Sucursal	RUT Cliente	Cliente	Email	TimeStamp	Descripción	Monto Total
803739	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:19	Comision Giro de Dinero CL438154765	1501
1063021	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:17	Comision Giro de Dinero CL438122465	5243
803735	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:17	Comision Giro de Dinero CL438140365	1501
803732	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:16	Comision Giro de Dinero CL438124365	4123
1063025	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:18	Comision Giro de Dinero CL438122965	1501
1213378	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:24	Comision Giro de Dinero CL438232465	2913
1063030	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:25	Comision Giro de Dinero CL438175765	1501
577326	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:25	Comision Giro de Dinero CL438245165	1501
577327	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:27	Comision Giro de Dinero CL438264365	2403
1213383	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:29	Comision Giro de Dinero CL438292765	1501
1213382	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:29	Comision Giro de Dinero CL438285765	10777
1213381	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:28	Comision Giro de Dinero CL438277465	2097
1552998	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:55	Comision Giro de Dinero CL438571165	29126
1063052	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:55	Comision Giro de Dinero CL438431365	1501
1213397	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:59	Comision Giro de Dinero CL438620165	3640
1213398	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:00	Comision Giro de Dinero CL438628565	13879
577356	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:00	Comision Giro de Dinero CL438633165	6000
577357	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:02	Comision Giro de Dinero CL438643765	16457
1213400	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:04	Comision Giro de Dinero CL438674565	1501
577361	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:05	Comision Giro de Dinero CL438691165	2038
1063062	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:07	Comision Giro de Dinero CL438544865	32038
1213405	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:13	Comision Giro de Dinero CL438787565	1501
1213410	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:16	Comision Giro de Dinero CL438828865	4165
1063066	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:15	Comision Giro de Dinero CL438613365	1501
577368	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:18	Comision Giro de Dinero CL438853365	2083
577371	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:20	Comision Giro de Dinero CL438876765	1529
1553006	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:18	Comision Giro de Dinero CL438852665	37865
1213413	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:21	Comision Giro de Dinero CL438904765	4078
577381	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:31	Comision Giro de Dinero CL439050365	1501
1213417	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:31	Comision Giro de Dinero CL439029065	2038
577376	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:24	Comision Giro de Dinero CL438942265	2403
1063075	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:27	Comision Giro de Dinero CL438910865	4660
577384	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:37	Comision Giro de Dinero CL439136865	1501
1063083	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:36	Comision Giro de Dinero CL438746665	17767
1213422	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:37	Comision Giro de Dinero CL439129765	1501
1213355	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:27	Comision Giro de Dinero CL437704965	14563
1213356	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:27	Comision Giro de Dinero CL437709665	11360
577291	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:28	Comision Giro de Dinero CL437719865	1501
577299	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:41	Comision Giro de Dinero CL437826965	5825
1213367	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:44	Comision Giro de Dinero CL437856265	1501
577301	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:46	Comision Giro de Dinero CL437876365	2330
1552987	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:55	Comision Giro de Dinero CL437943965	1501
1062999	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:56	Comision Giro de Dinero CL437924365	1501
803709	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:57	Comision Giro de Dinero CL437940365	1501
803707	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:54	Comision Giro de Dinero CL437928965	1501
803743	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:21	Comision Giro de Dinero CL438183465	1501
803742	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:20	Comision Giro de Dinero CL438177865	1000
1213375	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:19	Comision Giro de Dinero CL438143865	4499
577325	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:23	Comision Giro de Dinero CL438223565	8447
1063034	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:28	Comision Giro de Dinero CL438187765	1872
1063032	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:26	Comision Giro de Dinero CL438182165	3444
1213388	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:40	Comision Giro de Dinero CL438400565	16020
577364	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:07	Comision Giro de Dinero CL438719665	7864
1063072	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:23	Comision Giro de Dinero CL438723465	4952
1213414	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:23	Comision Giro de Dinero CL438914965	1501
1063071	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:21	Comision Giro de Dinero CL438683665	1501
577370	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:19	Comision Giro de Dinero CL438874265	1501
1063076	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:28	Comision Giro de Dinero CL438700365	4078
1063074	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:25	Comision Giro de Dinero CL438684265	1501
1213360	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:32	Comision Giro de Dinero CL437751065	1748
577303	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:50	Comision Giro de Dinero CL437908365	1501
577304	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:53	Comision Giro de Dinero CL437931165	3481
1063007	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:04	Comision Giro de Dinero CL438006365	20388
803719	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:07	Comision Giro de Dinero CL438004465	2913
1063006	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:04	Comision Giro de Dinero CL437988065	1501
803722	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:09	Comision Giro de Dinero CL438015065	1501
1063009	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:06	Comision Giro de Dinero CL438006565	1748
577316	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:06	Comision Giro de Dinero CL438059465	1501
1063012	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:09	Comision Giro de Dinero CL438064565	3242
803745	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:22	Comision Giro de Dinero CL438181365	3000
1552988	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:22	Comision Giro de Dinero CL438208665	2088
577354	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:55	Comision Giro de Dinero CL438563665	1501
1552999	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:56	Comision Giro de Dinero CL438569065	1501
1063058	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:03	Comision Giro de Dinero CL438502165	4797
1213399	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:02	Comision Giro de Dinero CL438642565	1501
1063077	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:29	Comision Giro de Dinero CL438702665	1501
577289	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:23	Comision Giro de Dinero CL437675765	1501
1213362	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:35	Comision Giro de Dinero CL437776765	3466
1213363	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:41	Comision Giro de Dinero CL437814865	2048
1213365	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:43	Comision Giro de Dinero CL437839765	1501
1213366	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 8:43	Comision Giro de Dinero CL437847565	4368
1063020	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:15	Comision Giro de Dinero CL438094565	2330
803725	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:11	Comision Giro de Dinero CL438072765	3025
1063013	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:10	Comision Giro de Dinero CL438085765	3300
1063027	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:20	Comision Giro de Dinero CL438149565	2913
803738	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:18	Comision Giro de Dinero CL438149765	1501
1063038	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:32	Comision Giro de Dinero CL438282965	24359
577330	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:30	Comision Giro de Dinero CL438295565	1501
1213389	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:41	Comision Giro de Dinero CL438415565	2328
1552992	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:39	Comision Giro de Dinero CL438390765	8799
577337	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:37	Comision Giro de Dinero CL438367365	4952
1213386	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:36	Comision Giro de Dinero CL438359065	1501
1063047	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:45	Comision Giro de Dinero CL438364765	1501
577348	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:44	Comision Giro de Dinero CL438444065	1501
577347	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:43	Comision Giro de Dinero CL438436365	2330
1511258	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:46	Comision Giro de Dinero CL438471365	1864
1552995	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:46	Comision Giro de Dinero CL438472465	1501
1553000	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 9:58	Comision Giro de Dinero CL438599765	45000
1063057	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:00	Comision Giro de Dinero CL438523665	3516
1213407	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:14	Comision Giro de Dinero CL438796265	9000
1063073	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:24	Comision Giro de Dinero CL438699865	1501
1063079	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:31	Comision Giro de Dinero CL438730065	1501
1511260	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:33	Comision Giro de Dinero CL439072265	2913
1213420	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:36	Comision Giro de Dinero CL439108265	1501
577385	05-08-2017	76134934-1				66666666-6	Cliente Boleta		05-08-2017 10:38	Comision Giro de Dinero CL439139765	1501
